时间,设备ID,温度(℃),电压(V),直流加热,电源反接,成功,错误码
2026-05-21 10:10:21,1_1_0006,28,104,否,否,是,
2026-05-21 10:10:31,1_1_0004,28,104,否,否,是,
2026-05-21 10:10:44,1_1_0002,28,104,否,否,是,
2026-05-21 10:11:00,1_1_0001,28,104,否,否,是,
2026-05-21 10:11:32,1_1_0010,28,104,否,否,是,
2026-05-21 10:11:33,1_1_0008,28,104,否,否,是,
2026-05-21 10:11:39,1_1_0005,28,104,否,否,是,
2026-05-21 10:11:43,1_1_0009,28,104,否,否,是,
2026-05-21 10:11:52,1_1_0007,28,104,否,否,是,
2026-05-21 10:11:59,1_1_0003,28,104,否,否,是,
2026-05-21 10:12:10,1_1_0006,28,104,否,否,是,
2026-05-21 10:12:22,1_1_0004,28,104,否,否,是,
2026-05-21 10:12:35,1_1_0002,28,104,否,否,是,
2026-05-21 10:12:46,1_1_0001,28,104,否,否,是,
2026-05-21 10:13:20,1_1_0010,28,104,否,否,是,
2026-05-21 10:13:20,1_1_0008,28,104,否,否,是,
2026-05-21 10:13:26,1_1_0005,28,104,否,否,是,
2026-05-21 10:13:30,1_1_0009,28,104,否,否,是,
2026-05-21 10:13:38,1_1_0007,28,104,否,否,是,
2026-05-21 10:13:49,1_1_0003,28,104,否,否,是,
2026-05-21 10:13:58,1_1_0006,28,104,否,否,是,
2026-05-21 10:14:07,1_1_0004,28,104,否,否,是,
2026-05-21 10:14:22,1_1_0002,28,104,否,否,是,
2026-05-21 10:14:35,1_1_0001,28,104,否,否,是,
2026-05-21 10:15:06,1_1_0010,28,104,否,否,是,
2026-05-21 10:15:07,1_1_0008,28,104,否,否,是,
2026-05-21 10:15:11,1_1_0005,28,104,否,否,是,
2026-05-21 10:15:15,1_1_0009,28,104,否,否,是,
2026-05-21 10:15:27,1_1_0007,28,104,否,否,是,
2026-05-21 10:15:37,1_1_0003,28,104,否,否,是,
2026-05-21 10:15:45,1_1_0006,28,104,否,否,是,
2026-05-21 10:15:56,1_1_0004,28,104,否,否,是,
2026-05-21 10:16:08,1_1_0002,28,104,否,否,是,
2026-05-21 10:16:21,1_1_0001,28,104,否,否,是,
2026-05-21 10:16:54,1_1_0010,28,104,否,否,是,
2026-05-21 10:16:55,1_1_0008,28,104,否,否,是,
2026-05-21 10:16:59,1_1_0005,28,104,否,否,是,
2026-05-21 10:17:03,1_1_0009,28,104,否,否,是,
2026-05-21 10:17:08,1_1_0007,28,104,否,否,是,
2026-05-21 10:17:17,1_1_0003,28,104,否,否,是,
2026-05-21 10:17:26,1_1_0006,28,104,否,否,是,
2026-05-21 10:17:37,1_1_0004,28,104,否,否,是,
2026-05-21 10:17:51,1_1_0002,28,104,否,否,是,
2026-05-21 10:18:03,1_1_0001,28,104,否,否,是,
2026-05-21 10:18:34,1_1_0010,28,104,否,否,是,
2026-05-21 10:18:36,1_1_0008,28,104,否,否,是,
2026-05-21 10:18:41,1_1_0005,28,104,否,否,是,
2026-05-21 10:18:45,1_1_0009,28,104,否,否,是,
2026-05-21 10:18:51,1_1_0007,28,104,否,否,是,
2026-05-21 10:18:58,1_1_0003,28,104,否,否,是,
2026-05-21 10:19:07,1_1_0006,28,104,否,否,是,
2026-05-21 10:19:17,1_1_0004,28,104,否,否,是,
2026-05-21 10:19:32,1_1_0002,28,104,否,否,是,
2026-05-21 10:19:43,1_1_0001,28,104,否,否,是,
2026-05-21 10:20:14,1_1_0010,28,104,否,否,是,
2026-05-21 10:20:16,1_1_0008,28,104,否,否,是,
2026-05-21 10:20:20,1_1_0005,28,104,否,否,是,
2026-05-21 10:20:27,1_1_0009,28,104,否,否,是,
2026-05-21 10:20:33,1_1_0007,28,104,否,否,是,
2026-05-21 10:20:41,1_1_0003,28,104,否,否,是,
2026-05-21 10:20:48,1_1_0006,28,104,否,否,是,
2026-05-21 10:20:56,1_1_0004,28,104,否,否,是,
2026-05-21 10:21:09,1_1_0002,28,104,否,否,是,
2026-05-21 10:21:19,1_1_0001,28,104,否,否,是,
2026-05-21 10:21:52,1_1_0010,28,104,否,否,是,
2026-05-21 10:21:53,1_1_0008,28,104,否,否,是,
2026-05-21 10:21:59,1_1_0005,28,104,否,否,是,
2026-05-21 10:22:02,1_1_0009,28,104,否,否,是,
2026-05-21 10:22:08,1_1_0007,28,104,否,否,是,
2026-05-21 10:22:17,1_1_0003,28,104,否,否,是,
2026-05-21 10:22:25,1_1_0006,28,104,否,否,是,
2026-05-21 10:22:37,1_1_0004,28,104,否,否,是,
2026-05-21 10:22:51,1_1_0002,28,104,否,否,是,
2026-05-21 10:23:02,1_1_0001,28,104,否,否,是,
2026-05-21 10:23:36,1_1_0010,28,104,否,否,是,
2026-05-21 10:23:36,1_1_0008,28,104,否,否,是,
2026-05-21 10:23:42,1_1_0005,28,104,否,否,是,
2026-05-21 10:23:45,1_1_0009,28,104,否,否,是,
2026-05-21 10:23:53,1_1_0007,28,104,否,否,是,
2026-05-21 10:24:00,1_1_0003,28,104,否,否,是,
2026-05-21 10:24:09,1_1_0006,28,104,否,否,是,
2026-05-21 10:24:21,1_1_0004,28,104,否,否,是,
2026-05-21 10:24:38,1_1_0002,28,104,否,否,是,
2026-05-21 10:24:53,1_1_0001,28,104,否,否,是,
2026-05-21 10:25:25,1_1_0010,28,104,否,否,是,
2026-05-21 10:25:26,1_1_0008,28,104,否,否,是,
2026-05-21 10:25:30,1_1_0005,28,104,否,否,是,
2026-05-21 10:25:35,1_1_0009,28,104,否,否,是,
2026-05-21 10:25:44,1_1_0007,28,104,否,否,是,
2026-05-21 10:25:52,1_1_0003,28,104,否,否,是,
2026-05-21 10:25:58,1_1_0006,28,104,否,否,是,
2026-05-21 10:26:05,1_1_0004,28,104,否,否,是,
2026-05-21 10:26:19,1_1_0002,28,104,否,否,是,
2026-05-21 10:26:31,1_1_0001,28,104,否,否,是,
2026-05-21 10:27:04,1_1_0010,28,104,否,否,是,
2026-05-21 10:27:05,1_1_0008,28,104,否,否,是,
2026-05-21 10:27:09,1_1_0005,28,104,否,否,是,
2026-05-21 10:27:15,1_1_0009,28,104,否,否,是,
2026-05-21 10:27:24,1_1_0007,28,104,否,否,是,
2026-05-21 10:27:34,1_1_0003,28,104,否,否,是,
2026-05-21 10:27:41,1_1_0006,28,104,否,否,是,
2026-05-21 10:27:52,1_1_0004,28,104,否,否,是,
2026-05-21 10:28:04,1_1_0002,28,104,否,否,是,
2026-05-21 10:28:15,1_1_0001,28,104,否,否,是,
2026-05-21 10:28:47,1_1_0010,28,104,否,否,是,
2026-05-21 10:28:49,1_1_0008,28,104,否,否,是,
2026-05-21 10:28:56,1_1_0005,28,104,否,否,是,
2026-05-21 10:29:01,1_1_0009,28,104,否,否,是,
2026-05-21 10:29:09,1_1_0007,28,104,否,否,是,
2026-05-21 10:29:16,1_1_0003,28,104,否,否,是,
2026-05-21 10:29:24,1_1_0006,28,104,否,否,是,
2026-05-21 10:29:34,1_1_0004,28,104,否,否,是,
2026-05-21 10:29:53,1_1_0002,28,104,否,否,是,
2026-05-21 10:30:03,1_1_0001,28,104,否,否,是,
2026-05-21 10:30:35,1_1_0010,28,104,否,否,是,
2026-05-21 10:30:37,1_1_0008,28,104,否,否,是,
2026-05-21 10:30:45,1_1_0005,28,104,否,否,是,
2026-05-21 10:30:47,1_1_0009,28,104,否,否,是,
2026-05-21 10:30:56,1_1_0007,28,104,否,否,是,
2026-05-21 10:31:05,1_1_0003,28,104,否,否,是,
2026-05-21 10:31:14,1_1_0006,28,104,否,否,是,
2026-05-21 10:31:23,1_1_0004,28,104,否,否,是,
2026-05-21 10:31:38,1_1_0002,28,104,否,否,是,
2026-05-21 10:31:50,1_1_0001,28,104,否,否,是,
2026-05-21 10:32:22,1_1_0010,28,104,否,否,是,
2026-05-21 10:32:23,1_1_0008,28,104,否,否,是,
2026-05-21 10:32:30,1_1_0005,28,104,否,否,是,
2026-05-21 10:32:35,1_1_0009,28,104,否,否,是,
2026-05-21 10:32:41,1_1_0007,28,104,否,否,是,
2026-05-21 10:32:52,1_1_0003,28,104,否,否,是,
2026-05-21 10:33:02,1_1_0006,28,104,否,否,是,
2026-05-21 10:33:10,1_1_0004,28,104,否,否,是,
2026-05-21 10:33:24,1_1_0002,28,104,否,否,是,
2026-05-21 10:33:35,1_1_0001,28,104,否,否,是,
2026-05-21 10:34:07,1_1_0010,28,104,否,否,是,
2026-05-21 10:34:08,1_1_0008,28,104,否,否,是,
2026-05-21 10:34:16,1_1_0005,28,104,否,否,是,
2026-05-21 10:34:19,1_1_0009,28,104,否,否,是,
2026-05-21 10:34:26,1_1_0007,28,104,否,否,是,
2026-05-21 10:34:37,1_1_0003,28,104,否,否,是,
2026-05-21 10:34:46,1_1_0006,28,104,否,否,是,
2026-05-21 10:34:55,1_1_0004,28,104,否,否,是,
2026-05-21 10:35:09,1_1_0002,28,104,否,否,是,
2026-05-21 10:35:20,1_1_0001,28,104,否,否,是,
2026-05-21 10:35:53,1_1_0010,28,104,否,否,是,
2026-05-21 10:35:55,1_1_0008,28,104,否,否,是,
2026-05-21 10:35:59,1_1_0005,28,104,否,否,是,
2026-05-21 10:36:04,1_1_0009,28,104,否,否,是,
2026-05-21 10:36:10,1_1_0007,28,104,否,否,是,
2026-05-21 10:36:18,1_1_0003,28,104,否,否,是,
2026-05-21 10:36:25,1_1_0006,28,104,否,否,是,
2026-05-21 10:36:39,1_1_0004,28,104,否,否,是,
2026-05-21 10:36:56,1_1_0002,28,104,否,否,是,
2026-05-21 10:37:10,1_1_0001,28,104,否,否,是,
2026-05-21 10:37:41,1_1_0010,28,104,否,否,是,
2026-05-21 10:37:43,1_1_0008,28,104,否,否,是,
2026-05-21 10:37:47,1_1_0005,28,104,否,否,是,
2026-05-21 10:37:52,1_1_0009,28,104,否,否,是,
2026-05-21 10:38:00,1_1_0007,28,104,否,否,是,
2026-05-21 10:38:06,1_1_0003,28,104,否,否,是,
2026-05-21 10:38:20,1_1_0006,28,104,否,否,是,
2026-05-21 10:38:30,1_1_0004,28,104,否,否,是,
2026-05-21 10:38:42,1_1_0002,28,104,否,否,是,
2026-05-21 10:38:54,1_1_0001,28,104,否,否,是,
2026-05-21 10:39:26,1_1_0010,28,104,否,否,是,
2026-05-21 10:39:27,1_1_0008,28,104,否,否,是,
2026-05-21 10:39:32,1_1_0005,28,104,否,否,是,
2026-05-21 10:39:35,1_1_0009,28,104,否,否,是,
2026-05-21 10:39:43,1_1_0007,28,104,否,否,是,
2026-05-21 10:39:51,1_1_0003,28,104,否,否,是,
2026-05-21 10:39:58,1_1_0006,28,104,否,否,是,
2026-05-21 10:40:10,1_1_0004,28,104,否,否,是,
2026-05-21 10:40:24,1_1_0002,28,104,否,否,是,
2026-05-21 10:40:37,1_1_0001,28,104,否,否,是,
2026-05-21 10:41:08,1_1_0010,28,104,否,否,是,
2026-05-21 10:41:10,1_1_0008,28,104,否,否,是,
2026-05-21 10:41:16,1_1_0005,28,104,否,否,是,
2026-05-21 10:41:19,1_1_0009,28,104,否,否,是,
2026-05-21 10:41:25,1_1_0007,28,104,否,否,是,
2026-05-21 10:41:33,1_1_0003,28,104,否,否,是,
2026-05-21 10:41:41,1_1_0006,28,104,否,否,是,
2026-05-21 10:41:52,1_1_0004,28,104,否,否,是,
2026-05-21 10:42:03,1_1_0002,28,104,否,否,是,
2026-05-21 10:42:14,1_1_0001,28,104,否,否,是,
2026-05-21 10:42:47,1_1_0010,28,104,否,否,是,
2026-05-21 10:42:48,1_1_0008,28,104,否,否,是,
2026-05-21 10:42:54,1_1_0005,28,104,否,否,是,
2026-05-21 10:42:58,1_1_0009,28,104,否,否,是,
2026-05-21 10:43:05,1_1_0007,28,104,否,否,是,
2026-05-21 10:43:11,1_1_0003,28,104,否,否,是,
2026-05-21 10:43:24,1_1_0006,28,104,否,否,是,
2026-05-21 10:43:33,1_1_0004,28,104,否,否,是,
2026-05-21 10:43:48,1_1_0002,28,104,否,否,是,
2026-05-21 10:44:05,1_1_0001,28,104,否,否,是,
2026-05-21 10:44:30,1_1_0010,28,104,否,否,是,
2026-05-21 10:44:31,1_1_0008,28,104,否,否,是,
2026-05-21 10:44:37,1_1_0005,28,104,否,否,是,
2026-05-21 10:44:40,1_1_0009,28,104,否,否,是,
2026-05-21 10:44:47,1_1_0007,28,104,否,否,是,
2026-05-21 10:44:55,1_1_0003,28,104,否,否,是,
2026-05-21 10:45:09,1_1_0006,28,104,否,否,是,
2026-05-21 10:45:21,1_1_0004,28,104,否,否,是,
2026-05-21 10:45:34,1_1_0002,28,104,否,否,是,
2026-05-21 10:45:45,1_1_0001,28,104,否,否,是,
2026-05-21 10:46:17,1_1_0010,28,104,否,否,是,
2026-05-21 10:46:18,1_1_0008,28,104,否,否,是,
2026-05-21 10:46:23,1_1_0005,28,104,否,否,是,
2026-05-21 10:46:26,1_1_0009,28,104,否,否,是,
2026-05-21 10:46:34,1_1_0007,28,104,否,否,是,
2026-05-21 10:46:43,1_1_0003,28,104,否,否,是,
2026-05-21 10:46:53,1_1_0006,28,104,否,否,是,
2026-05-21 10:47:01,1_1_0004,28,104,否,否,是,
2026-05-21 10:47:12,1_1_0002,28,104,否,否,是,
2026-05-21 10:47:23,1_1_0001,28,104,否,否,是,
2026-05-21 10:47:55,1_1_0010,28,104,否,否,是,
2026-05-21 10:47:56,1_1_0008,28,104,否,否,是,
2026-05-21 10:48:01,1_1_0005,28,104,否,否,是,
2026-05-21 10:48:05,1_1_0009,28,104,否,否,是,
2026-05-21 10:48:13,1_1_0007,28,104,否,否,是,
2026-05-21 10:48:19,1_1_0003,28,104,否,否,是,
2026-05-21 10:48:30,1_1_0006,28,104,否,否,是,
2026-05-21 10:48:40,1_1_0004,28,104,否,否,是,
2026-05-21 10:48:55,1_1_0002,28,104,否,否,是,
2026-05-21 10:49:07,1_1_0001,28,104,否,否,是,
2026-05-21 10:49:39,1_1_0010,28,104,否,否,是,
2026-05-21 10:49:40,1_1_0008,28,104,否,否,是,
2026-05-21 10:49:47,1_1_0005,28,104,否,否,是,
2026-05-21 10:49:51,1_1_0009,28,104,否,否,是,
2026-05-21 10:49:58,1_1_0007,28,104,否,否,是,
2026-05-21 10:50:04,1_1_0003,28,104,否,否,是,
2026-05-21 10:50:15,1_1_0006,28,104,否,否,是,
2026-05-21 10:50:24,1_1_0004,28,104,否,否,是,
2026-05-21 10:50:35,1_1_0002,28,104,否,否,是,
2026-05-21 10:50:45,1_1_0001,28,104,否,否,是,
2026-05-21 10:51:16,1_1_0010,28,104,否,否,是,
2026-05-21 10:51:17,1_1_0008,28,104,否,否,是,
2026-05-21 10:51:20,1_1_0005,28,104,否,否,是,
2026-05-21 10:51:24,1_1_0009,28,104,否,否,是,
2026-05-21 10:51:31,1_1_0007,28,104,否,否,是,
2026-05-21 10:51:38,1_1_0003,28,104,否,否,是,
2026-05-21 10:51:47,1_1_0006,28,104,否,否,是,
2026-05-21 10:51:57,1_1_0004,28,104,否,否,是,
2026-05-21 10:52:09,1_1_0002,28,104,否,否,是,
2026-05-21 10:52:20,1_1_0001,28,104,否,否,是,
2026-05-21 10:52:52,1_1_0010,28,104,否,否,是,
2026-05-21 10:52:54,1_1_0008,28,104,否,否,是,
2026-05-21 10:52:58,1_1_0005,28,104,否,否,是,
2026-05-21 10:53:02,1_1_0009,28,104,否,否,是,
2026-05-21 10:53:06,1_1_0007,28,104,否,否,是,
2026-05-21 10:53:14,1_1_0003,28,104,否,否,是,
2026-05-21 10:53:23,1_1_0006,28,104,否,否,是,
2026-05-21 10:53:33,1_1_0004,28,104,否,否,是,
2026-05-21 10:53:46,1_1_0002,28,104,否,否,是,
2026-05-21 10:53:57,1_1_0001,28,104,否,否,是,
2026-05-21 10:54:28,1_1_0010,28,104,否,否,是,
2026-05-21 10:54:30,1_1_0008,28,104,否,否,是,
2026-05-21 10:54:37,1_1_0005,28,104,否,否,是,
2026-05-21 10:54:41,1_1_0009,28,104,否,否,是,
2026-05-21 10:54:47,1_1_0007,28,104,否,否,是,
2026-05-21 10:54:56,1_1_0003,28,104,否,否,是,
2026-05-21 10:55:04,1_1_0006,28,104,否,否,是,
2026-05-21 10:55:14,1_1_0004,28,104,否,否,是,
2026-05-21 10:55:31,1_1_0002,28,104,否,否,是,
2026-05-21 10:55:44,1_1_0001,28,104,否,否,是,
2026-05-21 10:56:15,1_1_0010,28,104,否,否,是,
2026-05-21 10:56:16,1_1_0008,28,104,否,否,是,
2026-05-21 10:56:20,1_1_0005,28,104,否,否,是,
2026-05-21 10:56:26,1_1_0009,28,104,否,否,是,
2026-05-21 10:56:33,1_1_0007,28,104,否,否,是,
2026-05-21 10:56:41,1_1_0003,28,104,否,否,是,
2026-05-21 10:56:52,1_1_0006,28,104,否,否,是,
2026-05-21 10:57:03,1_1_0004,28,104,否,否,是,
2026-05-21 10:57:16,1_1_0002,28,104,否,否,是,
2026-05-21 10:57:28,1_1_0001,28,104,否,否,是,
2026-05-21 10:58:00,1_1_0010,28,104,否,否,是,
2026-05-21 10:58:00,1_1_0008,28,104,否,否,是,
2026-05-21 10:58:06,1_1_0005,28,104,否,否,是,
2026-05-21 10:58:10,1_1_0009,28,104,否,否,是,
2026-05-21 10:58:16,1_1_0007,28,104,否,否,是,
2026-05-21 10:58:23,1_1_0003,28,104,否,否,是,
2026-05-21 10:58:34,1_1_0006,28,104,否,否,是,
2026-05-21 10:58:46,1_1_0004,28,104,否,否,是,
2026-05-21 10:58:58,1_1_0002,28,104,否,否,是,
2026-05-21 10:59:13,1_1_0001,28,104,否,否,是,
2026-05-21 10:59:44,1_1_0010,28,104,否,否,是,
2026-05-21 10:59:46,1_1_0008,28,104,否,否,是,
2026-05-21 10:59:50,1_1_0005,28,104,否,否,是,
2026-05-21 10:59:54,1_1_0009,28,104,否,否,是,
2026-05-21 11:00:02,1_1_0007,28,104,否,否,是,
2026-05-21 11:00:10,1_1_0003,28,104,否,否,是,
2026-05-21 11:00:24,1_1_0006,28,104,否,否,是,
2026-05-21 11:00:38,1_1_0004,28,104,否,否,是,
2026-05-21 11:00:51,1_1_0002,28,104,否,否,是,
2026-05-21 11:01:04,1_1_0001,28,104,否,否,是,
2026-05-21 11:01:37,1_1_0010,28,104,否,否,是,
2026-05-21 11:01:37,1_1_0008,28,104,否,否,是,
2026-05-21 11:01:42,1_1_0005,28,104,否,否,是,
2026-05-21 11:01:46,1_1_0009,28,104,否,否,是,
2026-05-21 11:01:50,1_1_0007,28,104,否,否,是,
2026-05-21 11:01:58,1_1_0003,28,104,否,否,是,
2026-05-21 11:02:03,1_1_0006,28,104,否,否,是,
2026-05-21 11:02:12,1_1_0004,28,104,否,否,是,
2026-05-21 11:02:23,1_1_0002,28,104,否,否,是,
2026-05-21 11:02:43,1_1_0001,0,0,否,否,否,2
2026-05-21 11:03:16,1_1_0010,28,104,否,否,是,
2026-05-21 11:03:17,1_1_0008,28,104,否,否,是,
2026-05-21 11:03:22,1_1_0005,28,104,否,否,是,
2026-05-21 11:03:27,1_1_0009,28,104,否,否,是,
2026-05-21 11:03:35,1_1_0007,28,104,否,否,是,
2026-05-21 11:03:42,1_1_0003,28,104,否,否,是,
2026-05-21 11:03:58,1_1_0006,28,104,否,否,是,
2026-05-21 11:04:08,1_1_0004,28,104,否,否,是,
2026-05-21 11:04:19,1_1_0002,28,104,否,否,是,
2026-05-21 11:04:29,1_1_0001,28,104,否,否,是,
2026-05-21 11:05:01,1_1_0010,28,104,否,否,是,
2026-05-21 11:05:02,1_1_0008,28,104,否,否,是,
2026-05-21 11:05:06,1_1_0005,28,104,否,否,是,
2026-05-21 11:05:15,1_1_0009,28,104,否,否,是,
2026-05-21 11:05:22,1_1_0007,28,104,否,否,是,
2026-05-21 11:05:33,1_1_0003,28,104,否,否,是,
2026-05-21 11:05:45,1_1_0006,28,104,否,否,是,
2026-05-21 11:05:55,1_1_0004,28,104,否,否,是,
2026-05-21 11:06:08,1_1_0002,28,104,否,否,是,
2026-05-21 11:06:20,1_1_0001,28,104,否,否,是,
2026-05-21 11:06:52,1_1_0010,28,104,否,否,是,
2026-05-21 11:06:55,1_1_0008,28,104,否,否,是,
2026-05-21 11:07:00,1_1_0005,28,104,否,否,是,
2026-05-21 11:07:03,1_1_0009,28,104,否,否,是,
2026-05-21 11:07:15,1_1_0007,28,104,否,否,是,
2026-05-21 11:07:24,1_1_0003,28,104,否,否,是,
2026-05-21 11:07:34,1_1_0006,28,104,否,否,是,
2026-05-21 11:07:46,1_1_0004,28,104,否,否,是,
2026-05-21 11:07:58,1_1_0002,28,104,否,否,是,
2026-05-21 11:08:09,1_1_0001,28,104,否,否,是,
2026-05-21 11:08:41,1_1_0010,28,104,否,否,是,
2026-05-21 11:08:42,1_1_0008,28,104,否,否,是,
2026-05-21 11:08:46,1_1_0005,28,104,否,否,是,
2026-05-21 11:08:49,1_1_0009,28,104,否,否,是,
2026-05-21 11:08:56,1_1_0007,28,104,否,否,是,
2026-05-21 11:09:02,1_1_0003,28,104,否,否,是,
2026-05-21 11:09:10,1_1_0006,28,104,否,否,是,
2026-05-21 11:09:22,1_1_0004,28,104,否,否,是,
2026-05-21 11:09:37,1_1_0002,28,104,否,否,是,
2026-05-21 11:09:49,1_1_0001,28,104,否,否,是,
2026-05-21 11:10:22,1_1_0010,28,104,否,否,是,
2026-05-21 11:10:22,1_1_0008,28,104,否,否,是,
2026-05-21 11:10:28,1_1_0005,28,104,否,否,是,
2026-05-21 11:10:32,1_1_0009,28,104,否,否,是,
2026-05-21 11:10:44,1_1_0007,28,104,否,否,是,
2026-05-21 11:10:56,1_1_0003,28,104,否,否,是,
2026-05-21 11:11:09,1_1_0006,28,104,否,否,是,
2026-05-21 11:11:21,1_1_0004,28,104,否,否,是,
2026-05-21 11:11:39,1_1_0002,28,104,否,否,是,
2026-05-21 11:11:50,1_1_0001,28,104,否,否,是,
2026-05-21 11:12:24,1_1_0010,28,104,否,否,是,
2026-05-21 11:12:24,1_1_0008,28,104,否,否,是,
2026-05-21 11:12:29,1_1_0005,28,104,否,否,是,
2026-05-21 11:12:33,1_1_0009,28,104,否,否,是,
2026-05-21 11:12:43,1_1_0007,28,104,否,否,是,
2026-05-21 11:12:50,1_1_0003,28,104,否,否,是,
2026-05-21 11:13:11,1_1_0006,0,0,否,否,否,2
2026-05-21 11:13:21,1_1_0004,28,104,否,否,是,
2026-05-21 11:13:35,1_1_0002,28,104,否,否,是,
